Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Version,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID,category
Agnes's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig17_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig17_Remake_6_0,6_0,6661,FBuzWvevFzyJpu9Nx,photos
Agnes's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig17_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig17_Remake_7_0,7_0,6661,8PK88rGguoqtW3gEE,photos
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_0_0,0_0,6518,fgXqHQkbNynr4dHSj,photos
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_1_0,1_0,6518,pTvyPF7Qg82Xppnt7,photos
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_2_0,2_0,6518,ZiRaBj2YcL5yfaRzh,photos
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_3_0,3_0,6518,wJayuqNjGeFRAQEZe,photos
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_4_0,4_0,6518,b973uXnbfTtF3NAKw,photos
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_5_0,5_0,6518,bDGnD6iJH78niht5i,photos
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_6_0,6_0,6518,QAqdzm9yTfWXatwPZ,photos
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_7_0,7_0,6518,daiPoNWQSCF32yPNf,photos
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_0_0,0_0,6800,sHeBWxocuJwBwwsX9,photos
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_1_0,1_0,6800,Kf5pDkihCrLbF8ujD,photos
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_2_0,2_0,6800,pTCmAGBtxrDSxDW4a,photos
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_3_0,3_0,6800,ZuFEMzDFa7wJHX9G3,photos
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_4_0,4_0,6800,EozfDw3LwTKd2mpW2,photos
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_5_0,5_0,6800,JrkQkorv9kFgrgaE8,photos
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_6_0,6_0,6800,m77WnAr5d6fBTS98s,photos
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_7_0,7_0,6800,jsr3zu4bLXDBPe7ot,photos
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_0_0,0_0,6555,gZp2fontkZDvuszMd,photos
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_1_0,1_0,6555,Wa3mCutCKZdo96Yjn,photos
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_2_0,2_0,6555,wHSfmTb2KjxyALHAD,photos
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_3_0,3_0,6555,kcpxvj9sGS44FbX2c,photos
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_4_0,4_0,6555,kGbJkgusmZKmSgkDk,photos
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_5_0,5_0,6555,i9dT63jckHZCBMR7o,photos
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_6_0,6_0,6555,B2zBzxLoj9Mqdicja,photos
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_7_0,7_0,6555,Dvr8wZn7viSPqTkak,photos
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_0_0,0_0,6801,Bc29TDiDwZcmkH4vF,photos
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_1_0,1_0,6801,TthvBPZKGC7AJtkuT,photos
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_2_0,2_0,6801,Hd2rGwiWq7kfiTvF7,photos
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_3_0,3_0,6801,unourZLSpivQQQ4ZZ,photos
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_4_0,4_0,6801,ENb9xzPQnCGaaS2MG,photos
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_5_0,5_0,6801,R6JqAu92w2sLYaqE6,photos
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_6_0,6_0,6801,rsZfjzuREvRgprnwm,photos
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_7_0,7_0,6801,ja55MQDxximJgruSZ,photos
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_0_0,0_0,6621,JSxiKWLGAnnqxmDhs,photos
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_1_0,1_0,6621,DikXrND4oMSyqRNWY,photos
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_2_0,2_0,6621,X7trG3ssXSeM8F2h4,photos
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_3_0,3_0,6621,CyZwnwfyjHm4i2Dhv,photos
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_4_0,4_0,6621,6bosCCtGJtXATeuu3,photos
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_5_0,5_0,6621,ta9WXybqsCtmKChCJ,photos
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_6_0,6_0,6621,97TESN8CpxAuaMxhs,photos
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_7_0,7_0,6621,Xf6buhMqjBv2PnuYj,photos
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_0_0,0_0,6743,LT7496qvy6dDvgGkY,photos
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_1_0,1_0,6743,JTddssj8v6A5MfmJt,photos
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_2_0,2_0,6743,gmk5egkzABqiTwv6W,photos
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_3_0,3_0,6743,ZBw8J6ZGmnXQao3tw,photos
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_4_0,4_0,6743,Zz47sQp5XkX8ZHbRn,photos
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_5_0,5_0,6743,qCibitHp3ZawMDAHo,photos
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_6_0,6_0,6743,KkfNyAqEggbMjabZD,photos
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_7_0,7_0,6743,6r7rMRggBEwLyH66f,photos
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_0_0,0_0,6582,hpLFGZgWJsbaseuBc,photos
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_1_0,1_0,6582,YHg2kyiK7niTyopbv,photos
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_2_0,2_0,6582,hjbgTvg2L4pGzdqbz,photos
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_3_0,3_0,6582,iLjSaf7FqFf7wL9Ey,photos
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_4_0,4_0,6582,tLDKLMPQMAup7wcwa,photos
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_5_0,5_0,6582,mu3iGGQA6o2ghHRAB,photos
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_6_0,6_0,6582,xqYGcvWxXHR9KTw6o,photos
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_7_0,7_0,6582,oWegMFKbRrQAsdKYa,photos
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_0_0,0_0,6704,bWYmPSadFcLqxGxcS,photos
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_1_0,1_0,6704,ig8GGdKzD3oLJyP7t,photos
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_2_0,2_0,6704,XEL4hZ5pmrCL2vLLk,photos
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_3_0,3_0,6704,RWgRWo6H4iyDZKCNu,photos
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_4_0,4_0,6704,C8CKY7yNmc2oPkx3K,photos
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_5_0,5_0,6704,p2C7bTApZzjx3fGFq,photos
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_6_0,6_0,6704,C5PsDbeg7h39M3nsb,photos
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_7_0,7_0,6704,gxBxZJgWjaKFyZafH,photos
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlMus10_Remake_0_0,0_0,6598,pffn93KpfJ7mNmFAN,photos
