Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Label Themes,Catalog,Filename,Internal ID,Unique Entry ID,category
apple hat,https://acnhcdn.com/latest/ClosetIcon/CapHatApple0.png,https://acnhcdn.com/latest/FtrIcon/CapHatApple0.png,Red,Yes,NFS,1000,Red,Yellow,1x1,Crafting,,1.0.0,Cute,fairy tale; party; theatrical,Not for sale,CapHatApple0,9871,rEpxF8jscsm4fwjSf,headware
Aran-knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatAlan0.png,https://acnhcdn.com/latest/FtrIcon/CapHatAlan0.png,White,No,880,220,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy; comfy,For sale,CapHatAlan0,9864,6Zi8WYr34D8niHAnC,headware
Aran-knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatAlan1.png,https://acnhcdn.com/latest/FtrIcon/CapHatAlan1.png,Red,No,880,220,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy; comfy,For sale,CapHatAlan1,12045,uFfoH47SuuTmAzaXG,headware
Aran-knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatAlan2.png,https://acnhcdn.com/latest/FtrIcon/CapHatAlan2.png,Blue,No,880,220,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy; comfy,For sale,CapHatAlan2,12046,jeSebE2Y5fYhTj22k,headware
Aran-knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatAlan3.png,https://acnhcdn.com/latest/FtrIcon/CapHatAlan3.png,Green,No,880,220,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy; comfy,For sale,CapHatAlan3,12047,fnowt95fR7QRBrux7,headware
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet0.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet0.png,Baby mint,No,560,140,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet0,5363,rv9rW8dCfB8k73Hzr,headware
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet1.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet1.png,Baby purple,No,560,140,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet1,11853,5939Ws882wTSv7sJK,headware
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet2.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet2.png,Baby yellow,No,560,140,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet2,11854,qk3PJdK2SZK4vsFKo,headware
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet3.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet3.png,Baby green,No,560,140,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet3,11855,hADTfx6Y2hKri4obE,headware
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet4.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet4.png,Baby pink,No,560,140,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet4,11856,wyPrRhtyyMtn7Hy3Y,headware
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet5.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet5.png,Baby gray,No,560,140,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet5,11857,7FLgET2RH6aejsb8v,headware
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet6.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet6.png,Baby blue,No,560,140,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet6,11858,qHj5WWwZRstJtjP2d,headware
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet7.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet7.png,Baby orange,No,560,140,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet7,11859,Pf6AxNWkC8D4BBoEN,headware
balloon hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon0.png,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon0.png,Rainbow,No,1120,280,Colorful,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,CapHatBalloon0,5340,Y2LX2RKY9fu4DtjFs,headware
balloon hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon1.png,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon1.png,Orange,No,1120,280,Orange,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,CapHatBalloon1,11050,rWRnH9TkRg3o9xDJQ,headware
balloon hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon2.png,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon2.png,Blue,No,1120,280,Blue,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,CapHatBalloon2,11051,oKbK2uhkLaQaRnpWW,headware
balloon hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon3.png,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon3.png,Green,No,1120,280,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,CapHatBalloon3,11052,CwDPA4FeLvQ44QncE,headware
bamboo hat,https://acnhcdn.com/latest/ClosetIcon/CapHatAjiroBeige.png,https://acnhcdn.com/latest/FtrIcon/CapHatAjiroBeige.png,Beige,Yes,NFS,200,Beige,Beige,1x1,Crafting,,1.0.0,Simple,fairy tale; outdoorsy,Not for sale,CapHatAjiroBeige,5143,ehxYwYvtXQ5wyi3pQ,headware
barrette,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTBarrette0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTBarrette0.png,Pink,No,490,122,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; fairy tale; party,For sale,CapOrnamentTBarrette0,9860,BK2NAfuYfrr4womPM,headware
baseball cap,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball0.png,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball0.png,Red,No,840,210,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; work,For sale,CapHatBaseball0,9763,Yt7QudxePYGMbwcWt,headware
baseball cap,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball1.png,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball1.png,Navy blue,No,840,210,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; work,For sale,CapHatBaseball1,12092,PomndWn5sqv7fZ86a,headware
baseball cap,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball2.png,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball2.png,Green,No,840,210,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; work,For sale,CapHatBaseball2,12093,xYaGzJECou3ALoBz4,headware
baseball cap,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball3.png,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball3.png,Orange,No,840,210,Black,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; work,For sale,CapHatBaseball3,12094,HE8xZkXbRspp6qgoE,headware
baseball cap,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball4.png,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball4.png,Yellow,No,840,210,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; work,For sale,CapHatBaseball4,12095,rci5SRCfQ3Hre9vsT,headware
batter's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball0.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball0.png,Red,No,1040,260,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapHelmetBaseball0,5366,5YfnKAsTFYFEyGCJb,headware
batter's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball1.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball1.png,Navy blue,No,1040,260,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapHelmetBaseball1,11596,zRQ6hi9FeiQcLXwzH,headware
batter's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball2.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball2.png,Green,No,1040,260,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapHelmetBaseball2,11597,GfWeB9jgoCTfuG9Lv,headware
batter's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball3.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball3.png,Orange,No,1040,260,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapHelmetBaseball3,11598,ohKfr9GPDP7QdRSnC,headware
batter's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball4.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball4.png,Yellow,No,1040,260,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapHelmetBaseball4,11599,4bFJaJ5S9qqevW4sx,headware
bear cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear0.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBear0.png,Brown,No,1120,280,Brown,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapBangsBear0,5330,qmkSD7yKDpFvdxcPK,headware
bear cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear1.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBear1.png,Black,No,1120,280,Black,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapBangsBear1,11704,6Lrqy6EP9zYBc9Cvj,headware
bear cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear2.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBear2.png,Pink,No,1120,280,Pink,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapBangsBear2,11705,CK638wXoN5uPsRbYJ,headware
bear cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear3.png,https://acnhcdn.com/latest/FtrIcon/CapBangsBear3.png,Blue,No,1120,280,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapBangsBear3,11706,MfoAxTnsMmTQBic6g,headware
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret0.png,https://acnhcdn.com/latest/FtrIcon/CapHatBeret0.png,Berry red,No,880,220,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret0,5260,iPsbB4mbQ899q2j57,headware
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret1.png,https://acnhcdn.com/latest/FtrIcon/CapHatBeret1.png,Blue,No,880,220,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret1,11523,9CLccmJpKhs7z7GsP,headware
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret2.png,https://acnhcdn.com/latest/FtrIcon/CapHatBeret2.png,Green,No,880,220,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret2,11524,39uW3hcrPpBpudJrm,headware
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret3.png,https://acnhcdn.com/latest/FtrIcon/CapHatBeret3.png,Mustard,No,880,220,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret3,11525,gW77mBgBYahG3WcYf,headware
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret4.png,https://acnhcdn.com/latest/FtrIcon/CapHatBeret4.png,Gray,No,880,220,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret4,11526,RumHCxfL5TsdeSodA,headware
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret5.png,https://acnhcdn.com/latest/FtrIcon/CapHatBeret5.png,White,No,880,220,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret5,11527,4cJGWuLDDa2emHT9H,headware
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet0.png,Blue,No,1100,275,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet0,5282,kWrRgRFJ8PYExJvL6,headware
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet1.png,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet1.png,Navy blue,No,1100,275,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet1,10219,tXGWFr2hrkQg6XgKy,headware
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet2.png,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet2.png,Red,No,1100,275,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet2,10220,QDn7xQHdWZ6xPh3BT,headware
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet3.png,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet3.png,Lime,No,1100,275,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet3,10221,mM2hGRaCP5ZaDdab6,headware
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet4.png,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet4.png,Green,No,1100,275,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet4,10222,qqDW5HCEQdMJx5H5B,headware
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet5.png,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet5.png,Orange,No,1100,275,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet5,10223,4GFrms76iFwwqSCkm,headware
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet6.png,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet6.png,Purple,No,1100,275,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet6,10224,D2BTXoTXvvGwzyyuF,headware
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet7.png,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet7.png,Pink,No,1100,275,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet7,10225,RZCHqdZeoMmDoGm4m,headware
birthday hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday0.png,https://acnhcdn.com/latest/FtrIcon/CapHatBirthday0.png,Blue,No,NFS,600,Light blue,White,1x1,Birthday,,1.0.0,Gorgeous,party,Not for sale,CapHatBirthday0,4800,zndsngwExKbWTahZf,headware
birthday hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday1.png,https://acnhcdn.com/latest/FtrIcon/CapHatBirthday1.png,Yellow,No,NFS,600,Yellow,White,1x1,Birthday,,1.0.0,Gorgeous,party,Not for sale,CapHatBirthday1,11031,KxQKjRzS2zDaXTS38,headware
birthday hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday2.png,https://acnhcdn.com/latest/FtrIcon/CapHatBirthday2.png,Pink,No,NFS,600,Pink,White,1x1,Birthday,,1.0.0,Gorgeous,party,Not for sale,CapHatBirthday2,11032,SHSKySrv2c9QJHFbt,headware
blue rose crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentRose4.png,Blue,Yes,NFS,12000,Blue,Blue,1x1,Crafting,,1.0.0,Cute,fairy tale; party; vacation,Not for sale,CapOrnamentRose4,7377,FMTDb2CYPMNxEfjTu,headware
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler0.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler0.png,Blue,No,1100,275,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; formal; party,For sale,CapHatBowler0,5296,WERjZwsMPdiWTSW75,headware
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler1.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler1.png,Beige,No,1100,275,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; formal; party,For sale,CapHatBowler1,10882,Zw2YFExjKxhPLh8m9,headware
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler2.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler2.png,Green,No,1100,275,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; formal; party,For sale,CapHatBowler2,10883,X7h5XGKTRyvZYhKvz,headware
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler3.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler3.png,Red,No,1100,275,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; formal; party,For sale,CapHatBowler3,10884,DXBymHgCPFMRd9ruP,headware
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler4.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler4.png,Pink,No,1100,275,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; formal; party,For sale,CapHatBowler4,10885,S6CNHQKo3qjp4rYvW,headware
bridal veil,https://acnhcdn.com/latest/ClosetIcon/CapWigWedding.png,https://acnhcdn.com/latest/FtrIcon/CapWigWedding.png,,No,4600,1150,White,Colorful,1x1,Wedding Season,,1.2.0,Elegant,,Not for sale,CapWigWedding,5692,8bavS95pnPk55RWhq,headware
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun0.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun0.png,Pink,No,1440,360,Pink,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun0,5693,3dY6G9juEFXKBWDjL,headware
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun1.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun1.png,Blue,No,1440,360,Blue,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun1,11888,SyzZ7uDqxmmvT5oWR,headware
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun2.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun2.png,Mustard,No,1440,360,Yellow,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun2,11889,cLo5L7JBf2GSajf58,headware
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun3.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun3.png,White,No,1440,360,White,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun3,11890,iHzbGt8cd8noNaNhK,headware
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun4.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun4.png,Purple,No,1440,360,Purple,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun4,11891,EB9fqNu8wNpRwg8j7,headware
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun5.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun5.png,Green,No,1440,360,Green,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun5,11892,MaH5ns6crjCLnh4Xv,headware
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun6.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun6.png,Orange,No,1440,360,Orange,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun6,11893,Xi5zbpjv8DuMCGhSg,headware
Bunny Day crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCEgg0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCEgg0.png,NA,Yes,NFS,2400,Colorful,Colorful,1x1,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",1.1.0a,Elegant,fairy tale; party; theatrical,Not for sale,CapOrnamentCEgg0,12445,22fHRtAozAf9F7KAP,headware
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny0.png,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapOrnamentFBunny0,7209,guAKXMvkQjACjCeko,headware
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny1.png,Pink,No,1120,280,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapOrnamentFBunny1,11902,ejbHqhzuDWKeRTJHB,headware
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny2.png,Red,No,1120,280,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapOrnamentFBunny2,11903,Cp6KkLFeWf2ZjrxGG,headware
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny3.png,Light blue,No,1120,280,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapOrnamentFBunny3,11904,vEGFBZeC8cs8uSHYX,headware
