Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Label Themes,Catalog,Filename,Internal ID,Unique Entry ID,category
extra-large backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackMountain3.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackMountain3.png,Blue,No,2100,525,Blue,Blue,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagBackpackMountain3,11973,vvEqA5aMBGyycpQFz,bags
faux-fur bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFakefur0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderFakefur0.png,Pink,No,1400,350,Pink,Yellow,1x1,Kicks,,1.0.0,Cute,formal; party,For sale,BagShoulderFakefur0,7480,FyneYzGmHW7SyoHn7,bags
faux-fur bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFakefur1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderFakefur1.png,Purple,No,1400,350,Purple,Yellow,1x1,Kicks,,1.0.0,Cute,formal; party,For sale,BagShoulderFakefur1,12003,gH3fn5rkmCrekWoJB,bags
fish pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFish0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderFish0.png,Blue,No,NFS,210,Light blue,Blue,1x1,Fishing Tourney,,1.0.0,Cute,formal; party,Not for sale,BagShoulderFish0,7477,CrFcdF3rXiaiiajEB,bags
foldover-top backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackLid0.png,Green,No,1300,325,Green,Beige,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagBackpackLid0,7507,nkXJ2eRThdt4vEpFb,bags
foldover-top backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackLid1.png,Blue,No,1300,325,Blue,Light blue,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagBackpackLid1,12016,M8i2DNwxgXKWADAtW,bags
foldover-top backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackLid2.png,Gray,No,1300,325,Gray,White,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagBackpackLid2,12017,Z8WFCNZodHtW2DBPB,bags
foldover-top backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid3.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackLid3.png,Pink,No,1300,325,Pink,Purple,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagBackpackLid3,12018,nD9TYBr8sw4rhLAyG,bags
gumdrop shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderPattern0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderPattern0.png,Pop,No,2000,500,Pink,Green,1x1,Kicks,,1.0.0,Simple,everyday; comfy,For sale,BagShoulderPattern0,7486,mQZCwxcr6z3hq5Dgm,bags
gumdrop shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderPattern1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderPattern1.png,Cool,No,2000,500,Purple,Light blue,1x1,Kicks,,1.0.0,Simple,everyday; comfy,For sale,BagShoulderPattern1,12012,JxHQbqWH73Q3GYKT8,bags
hand-knit pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderRace0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderRace0.png,Green,No,1250,312,Green,Green,1x1,Kicks,,1.0.0,Elegant,vacation,For sale,BagShoulderRace0,7482,taTKqY3xif2LhShrf,bags
hand-knit pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderRace1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderRace1.png,Purple,No,1250,312,Purple,Purple,1x1,Kicks,,1.0.0,Elegant,vacation,For sale,BagShoulderRace1,12004,GLLrMeJCPd8Xn7fdr,bags
hard-shell backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackHardshell0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackHardshell0.png,Blue,No,1680,420,Blue,Black,1x1,Kicks,,1.0.0,Cool,outdoorsy; work,For sale,BagBackpackHardshell0,7512,LETQjE3yFDKze4ntv,bags
hard-shell backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackHardshell1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackHardshell1.png,Red,No,1680,420,Red,Black,1x1,Kicks,,1.0.0,Cool,outdoorsy; work,For sale,BagBackpackHardshell1,10184,qdP3rmZ7P7HgA2cin,bags
hard-shell backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackHardshell2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackHardshell2.png,Silver,No,1680,420,Gray,Black,1x1,Kicks,,1.0.0,Cool,outdoorsy; work,For sale,BagBackpackHardshell2,11946,yxnDx8JQqzZDM66oR,bags
knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackKnapsack0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackKnapsack0.png,Blue,No,630,157,Blue,Black,1x1,Kicks,,1.0.0,Active,everyday; outdoorsy; sporty,For sale,BagBackpackKnapsack0,7508,XbKqQChpAJXng37Mr,bags
knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackKnapsack1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackKnapsack1.png,Black,No,630,157,Black,Black,1x1,Kicks,,1.0.0,Active,everyday; outdoorsy; sporty,For sale,BagBackpackKnapsack1,12019,Fx4M2zpFTWGww54rw,bags
knitted-grass backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackGrass0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackGrass0.png,Green,Yes,NFS,400,Green,Brown,1x1,Crafting,,1.0.0,Elegant,outdoorsy; comfy; vacation,Not for sale,BagBackpackGrass0,7511,xM5iaYn4gbZoR94Qm,bags
log pack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackWood0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackWood0.png,Brown,Yes,NFS,960,Brown,Beige,1x1,Crafting,,1.0.0,Simple,fairy tale; outdoorsy,Not for sale,BagBackpackWood0,7498,rDDM48hSfsSbcp92u,bags
maple-leaf pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderMaple0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderMaple0.png,Red,Yes,NFS,2400,Orange,Orange,1x1,Crafting,Fall seasonal DIY using autumn leaves (caught with net),1.0.0,Simple,fairy tale,Not for sale,BagShoulderMaple0,7491,HJDH4dCPMQY9qQanL,bags
messenger bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderMessenger0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderMessenger0.png,Green,No,840,210,Green,Black,1x1,Kicks,,1.0.0,Simple,everyday; outdoorsy; sporty,For sale,BagShoulderMessenger0,7470,7mPZ9PnTd46r65DXx,bags
messenger bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderMessenger1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderMessenger1.png,Orange,No,840,210,Orange,Black,1x1,Kicks,,1.0.0,Simple,everyday; outdoorsy; sporty,For sale,BagShoulderMessenger1,11978,sgxnCe87EdtdoKved,bags
messenger bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderMessenger2.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderMessenger2.png,Black,No,840,210,Black,Black,1x1,Kicks,,1.0.0,Simple,everyday; outdoorsy; sporty,For sale,BagShoulderMessenger2,11979,ZuwiM4DzJF5Rsg46x,bags
mini pleather bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSmall0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSmall0.png,White,No,1600,400,White,White,1x1,Kicks,,1.0.0,Elegant,everyday; formal; party,For sale,BagBackpackSmall0,7504,FyrYDDhzABDegtZ6n,bags
mini pleather bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSmall1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSmall1.png,Black,No,1600,400,Black,Black,1x1,Kicks,,1.0.0,Elegant,everyday; formal; party,For sale,BagBackpackSmall1,12015,hYJk97FFi4zJGQ5cH,bags
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt0.png,M,No,NFS,175,Yellow,Beige,1x1,Mom,,1.0.0,Cute,comfy,Not for sale,BagBackpackQuilt0,7510,szhWnj6jpymTsKce8,bags
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt1.png,Flowers,No,NFS,175,Gray,Beige,1x1,Mom,,1.0.0,Cute,comfy,Not for sale,BagBackpackQuilt1,12148,gqy4s4zFowLbNKTd2,bags
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt2.png,Polka dots,No,NFS,175,Pink,Beige,1x1,Mom,,1.0.0,Cute,comfy,Not for sale,BagBackpackQuilt2,12149,Hkju8Bjb8Kaamsu3j,bags
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt3.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt3.png,Colorful quilt design,No,NFS,175,Colorful,Beige,1x1,Mom,,1.0.0,Cute,comfy,Not for sale,BagBackpackQuilt3,12150,6uKkNZRz7E8gkSiBF,bags
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt4.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt4.png,Cherries,No,NFS,175,Light blue,Beige,1x1,Mom,,1.0.0,Cute,comfy,Not for sale,BagBackpackQuilt4,12151,46PX3NMjAdrNiRQXb,bags
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt5.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt5.png,Denim with stripes,No,NFS,175,Blue,Beige,1x1,Mom,,1.0.0,Cute,comfy,Not for sale,BagBackpackQuilt5,12152,hj8ixCKXNWBnGZSrw,bags
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt6.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt6.png,Forest print,No,NFS,175,White,Beige,1x1,Mom,,1.0.0,Cute,comfy,Not for sale,BagBackpackQuilt6,12153,E3XrB5LbBTu795xbM,bags
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt7.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt7.png,Chick,No,NFS,175,Orange,Beige,1x1,Mom,,1.0.0,Cute,comfy,Not for sale,BagBackpackQuilt7,12154,jCi92aiMtZB92idfQ,bags
Nook Inc. knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackNook0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackNook0.png,Brown,No,NFS,4000,Brown,Yellow,1x1,Nook Miles Shop,,1.0.0,Gorgeous,everyday,Not for sale,BagBackpackNook0,9761,zQh6chGG66h4f5JbX,bags
outdoor backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackOutdoor0.png,Avocado,No,1560,390,Green,Black,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagBackpackOutdoor0,7501,CAsQFPPeo3vBGpHSo,bags
outdoor backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackOutdoor1.png,Orange,No,1560,390,Orange,Black,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagBackpackOutdoor1,11969,hiF7bqmoudyFJPcWG,bags
outdoor backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackOutdoor2.png,Navy blue,No,1560,390,Blue,Black,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagBackpackOutdoor2,11970,qd8DJb8mX5zhewgyn,bags
pleather crossbody bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackBodybag0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackBodybag0.png,Navy blue,No,1120,280,Blue,Brown,1x1,Kicks,,1.0.0,Cool,everyday; work,For sale,BagBackpackBodybag0,7484,YQD8XMuvDbymAeKxt,bags
pleather crossbody bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackBodybag1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackBodybag1.png,Black,No,1120,280,Black,White,1x1,Kicks,,1.0.0,Cool,everyday; work,For sale,BagBackpackBodybag1,12005,QDPYGrpFNNir49uBe,bags
pleather fringe bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFringe0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderFringe0.png,Camel,No,2400,600,Brown,Brown,1x1,Kicks,,1.0.0,Elegant,everyday; formal; party,For sale,BagShoulderFringe0,7481,7RYHreaA7o9huubNu,bags
pleather fringe bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFringe1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderFringe1.png,White,No,2400,600,White,White,1x1,Kicks,,1.0.0,Elegant,everyday; formal; party,For sale,BagShoulderFringe1,12010,fiM98m9CGgi6iATkQ,bags
pleather shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderLeather0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderLeather0.png,Brown,No,2400,600,Brown,Brown,1x1,Kicks,,1.0.0,Elegant,everyday; formal,For sale,BagShoulderLeather0,7476,9AqRYq83NRMxrEWiD,bags
pleather shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderLeather1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderLeather1.png,Navy blue,No,2400,600,Blue,Blue,1x1,Kicks,,1.0.0,Elegant,everyday; formal,For sale,BagShoulderLeather1,12009,ZKgcPhGYErHShMrGR,bags
retro sports bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSports0.png,Blue,No,1400,350,White,Blue,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagShoulderSports0,7302,vY7qcZFdWb3HgSv7L,bags
retro sports bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSports1.png,Red,No,1400,350,White,Red,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagShoulderSports1,12007,Lqtjq3rWFoy4Dv39C,bags
retro sports bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports2.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSports2.png,Black,No,1400,350,Black,Yellow,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagShoulderSports2,12008,nGhHjk4GEKSQwvARA,bags
sacoche bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSacosh0.png,Blue,No,980,245,Blue,Green,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagShoulderSacosh0,7304,n82fhWWNSv8kyFJc2,bags
sacoche bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSacosh1.png,Red,No,980,245,Red,Yellow,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagShoulderSacosh1,11974,LYnLwBnwTYcMp4fr9,bags
sacoche bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh2.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSacosh2.png,Black,No,980,245,Black,White,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty,For sale,BagShoulderSacosh2,11975,NRYqQLN2Beq4jpDBJ,bags
shellfish pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderShell0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderShell0.png,White,Yes,NFS,10800,White,White,1x1,Crafting,Summer seasonal DIY using summer shells (found on beach),1.0.0,Cute,fairy tale; vacation,Not for sale,BagShoulderShell0,7494,XEsQxMf7k9qvjYxPF,bags
snowflake pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSnow0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSnow0.png,White,Yes,NFS,2400,Light blue,White,1x1,Crafting,Winter seasonal DIY using snowflakes (caught with net),1.0.0,Elegant,fairy tale; party; vacation,Not for sale,BagShoulderSnow0,7493,gW7R4HX8hjZEHAFtB,bags
square backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSquare0.png,Yellow,No,1300,325,Yellow,Black,1x1,Kicks,,1.0.0,Active,everyday; outdoorsy; sporty,For sale,BagBackpackSquare0,7500,2RYepaMxTnXMZ9tXg,bags
square backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSquare1.png,Pink,No,1300,325,Pink,Black,1x1,Kicks,,1.0.0,Active,everyday; outdoorsy; sporty,For sale,BagBackpackSquare1,11967,wN6jaJRRvg6cQZXhk,bags
square backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSquare2.png,Green,No,1300,325,Green,Black,1x1,Kicks,,1.0.0,Active,everyday; outdoorsy; sporty,For sale,BagBackpackSquare2,11968,rJain6G9X749mG5p7,bags
star pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderStar0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderStar0.png,Yellow,Yes,NFS,3000,Yellow,Yellow,1x1,Crafting,,1.0.0,Cute,fairy tale; party; vacation,Not for sale,BagShoulderStar0,7489,3WQ8vSWtHMjZ6YPtR,bags
straw pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderRattan0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderRattan0.png,Brown,No,980,245,Brown,Brown,1x1,Kicks,,1.0.0,Simple,comfy; vacation,For sale,BagShoulderRattan0,7488,CGs3z4dKEkH82FDyq,bags
studded backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackStuds0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackStuds0.png,Black,No,1560,390,Black,Yellow,1x1,Kicks,,1.0.0,Cool,evreyday; goth,For sale,BagBackpackStuds0,7503,mTMCDJnwtFJzvQ9rs,bags
studded backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackStuds1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackStuds1.png,White,No,1560,390,White,Gray,1x1,Kicks,,1.0.0,Cool,evreyday; goth,For sale,BagBackpackStuds1,12006,e6iev2NrSfaxSg5nr,bags
