Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Label Themes,Catalog,Filename,Internal ID,Unique Entry ID,category
bobby socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFolded2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFolded2.png,Black,No,480,120,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,formal; work,For sale,SocksTexFolded2,10018,iby3kB32wD5rkxYod,socks
bobby socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFolded3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFolded3.png,Brown,No,480,120,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,formal; work,For sale,SocksTexFolded3,10019,ZH9uTJSirjyNrH3Qw,socks
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock0.png,Purple,No,840,210,Purple,Colorful,1x1,Kicks,,1.0.0,Cute,everyday,For sale,SocksTexMultiblock0,5180,5nRBXNdkdjyAjs5RQ,socks
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock1.png,Green,No,840,210,Green,Colorful,1x1,Kicks,,1.0.0,Cute,everyday,For sale,SocksTexMultiblock1,9895,gSZ3co7FeNLM2DqmZ,socks
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock2.png,Brown,No,840,210,Brown,Colorful,1x1,Kicks,,1.0.0,Cute,everyday,For sale,SocksTexMultiblock2,9896,tTwmQJF35W2CdDRNL,socks
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock3.png,Blue,No,840,210,Blue,Colorful,1x1,Kicks,,1.0.0,Cute,everyday,For sale,SocksTexMultiblock3,9897,EKGnqpYcYK5KDre8R,socks
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock4.png,Beige,No,840,210,Beige,Colorful,1x1,Kicks,,1.0.0,Cute,everyday,For sale,SocksTexMultiblock4,9898,tkbYFgGoKnqAJZ49K,socks
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock5.png,White,No,840,210,White,Colorful,1x1,Kicks,,1.0.0,Cute,everyday,For sale,SocksTexMultiblock5,9899,bxt6nkbfnX6KEKifX,socks
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock6.png,Lime,No,840,210,Green,Colorful,1x1,Kicks,,1.0.0,Cute,everyday,For sale,SocksTexMultiblock6,9900,jDEgNFRCGWgFw5hNq,socks
color-blocked socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock7.png,Pink,No,840,210,Pink,Colorful,1x1,Kicks,,1.0.0,Cute,everyday,For sale,SocksTexMultiblock7,9901,3Y9LcSKLMJbT5YJfH,socks
compression tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression0.png,Blue,No,600,150,Black,Blue,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty; work,For sale,SocksTexCompression0,5170,Fc8uttzc2hwQM7RKw,socks
compression tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression1.png,Yellow,No,600,150,Black,Yellow,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty; work,For sale,SocksTexCompression1,9790,otHYAzdH3cf86yKEo,socks
compression tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression2.png,Pink,No,600,150,Black,Pink,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty; work,For sale,SocksTexCompression2,9791,SsdRjyHarAqc72Kmv,socks
compression tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression3.png,Mint,No,600,150,Black,Green,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty; work,For sale,SocksTexCompression3,9792,j6AcTLGBGdk9xgThP,socks
compression tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression4.png,Red,No,600,150,Black,Red,1x1,Kicks,,1.0.0,Active,outdoorsy; sporty; work,For sale,SocksTexCompression4,9793,qrFTn5ab3j4nHqzwd,socks
country socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry0.png,Red ribbons,No,720,180,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; work,For sale,SocksTexCountry0,6044,wgBZqqpZomaTLZhcz,socks
country socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry1.png,Green ribbons,No,720,180,White,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; work,For sale,SocksTexCountry1,8942,RWpifRdqLmYQL5dGf,socks
country socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry2.png,Blue ribbons,No,720,180,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; work,For sale,SocksTexCountry2,8943,mDTdqvPWaESchMEGe,socks
country socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry3.png,Black ribbons,No,720,180,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal; work,For sale,SocksTexCountry3,8944,ptJF3tBrJxAYRLT5T,socks
crocheted socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting0.png,Beige,No,600,150,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,SocksTexCrocheting0,5202,phkn7YMAHEZZFyC3L,socks
crocheted socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting1.png,Gray,No,600,150,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,SocksTexCrocheting1,8939,mopfLb9yhXEj9qXS2,socks
crocheted socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting2.png,Purple,No,600,150,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,SocksTexCrocheting2,8940,PT7ZGkfTfkvtkBmJx,socks
crocheted socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting3.png,Blue,No,600,150,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,SocksTexCrocheting3,8941,k8aPtaZcFrRZwZvD6,socks
denim leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings0.png,Blue,No,540,135,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy; sporty,For sale,SocksTexDenimleggings0,4745,3FSnfcpAYm5Fjbctc,socks
denim leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings1.png,Indigo blue,No,540,135,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy; sporty,For sale,SocksTexDenimleggings1,9782,zX9ge6E48pkgAtvJG,socks
denim leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings2.png,Saxon blue,No,540,135,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy; sporty,For sale,SocksTexDenimleggings2,9783,z4ygu9Huw9NGZBeYZ,socks
denim leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings3.png,Light blue,No,540,135,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy; sporty,For sale,SocksTexDenimleggings3,9784,kJjSEP42iYeHw2XTP,socks
dotted knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee0.png,Black,No,720,180,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,SocksTexDotknee0,12174,NvX65fPWJDEAJdBh8,socks
dotted knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee1.png,Yellow,No,720,180,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,SocksTexDotknee1,12179,2yn8c76aCod8W6H9t,socks
dotted knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee2.png,Cyan,No,720,180,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,SocksTexDotknee2,12180,Kvp83zH2Qcp6XeJro,socks
dotted knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee3.png,Gray,No,720,180,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,SocksTexDotknee3,12181,wJw3R2v2MKdSepbvE,socks
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery0.png,Brown,No,1000,250,Brown,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; fairy tale; party,For sale,SocksTexEmbroidery0,5204,qAsvxHbnuC6DDNZjG,socks
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery1.png,Black,No,1000,250,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; fairy tale; party,For sale,SocksTexEmbroidery1,9907,SiWtz8aTYoK75JfRz,socks
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery2.png,Green,No,1000,250,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; fairy tale; party,For sale,SocksTexEmbroidery2,9908,jPQA8CohQNBhSwsiq,socks
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery3.png,Beige,No,1000,250,Beige,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; fairy tale; party,For sale,SocksTexEmbroidery3,9909,fwcHa7FkHcm4BZdYP,socks
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery4.png,Blue,No,1000,250,Blue,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; fairy tale; party,For sale,SocksTexEmbroidery4,9910,fmZu6dNagF4XW6rvd,socks
embroidered-flower tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery5.png,Purple,No,1000,250,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; fairy tale; party,For sale,SocksTexEmbroidery5,9911,iivtbk5pG2i2asvBC,socks
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks0.png,Brown,No,600,150,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailysocks0,9645,7NubAsby6JGtDjkQE,socks
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks1.png,Black,No,600,150,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailysocks1,10034,Pe45hBHF5EJnYr9Es,socks
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks2.png,Navy blue,No,600,150,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailysocks2,10035,MyTLF7gvqar4TjoR3,socks
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks3.png,Gray,No,600,150,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailysocks3,10036,RYHfit78bZMtfDcGL,socks
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks4.png,Beige,No,600,150,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailysocks4,10037,AjdoBNEpkupPceJ4z,socks
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks5.png,White,No,600,150,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailysocks5,10038,4s4vWXEwkLbb3efNb,socks
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights0.png,Black,No,720,180,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailytights0,9581,rh6Bpp5D5QL7QXt7F,socks
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights1.png,Light gray,No,720,180,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailytights1,9682,GG4hZNfY85kX42aEe,socks
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights2.png,Gray,No,720,180,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailytights2,9683,HWnMuGqHxjQLh7yDJ,socks
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights3.png,White,No,720,180,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailytights3,9684,iENLav487Pt8WgfWk,socks
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights4.png,Navy blue,No,720,180,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailytights4,9685,Byc5JuPksWfY4wprE,socks
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights5.png,Beige,No,720,180,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; work,For sale,SocksTexDailytights5,9686,w9RMWiq6CjrmwWJtN,socks
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights0.png,Black,No,480,120,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,party; theatrical,For sale,SocksTexAmitights0,3096,3tL4DiJ9rWHthc9Pk,socks
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights1.png,White,No,480,120,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,party; theatrical,For sale,SocksTexAmitights1,9659,gsjb2cGwKR3nQswoP,socks
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights2.png,Red,No,480,120,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,party; theatrical,For sale,SocksTexAmitights2,9660,48n6aHZGEPnDEK9jx,socks
