Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Label Themes,Catalog,Filename,Internal ID,Unique Entry ID,category
athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey0.png,Red,No,560,140,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,BottomsTexPantsHalfJersey0,4518,Pz4KvZgNanynj88ut,bottoms
athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey1.png,Green,No,560,140,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,BottomsTexPantsHalfJersey1,11905,Cgi5fvfgm5YEdCpNu,bottoms
athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey2.png,Black,No,560,140,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,BottomsTexPantsHalfJersey2,11906,XZyRpyaiPbfw5nwTD,bottoms
athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey3.png,Blue,No,560,140,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,BottomsTexPantsHalfJersey3,11907,omNsW8d3EgoAs3tLL,bottoms
athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey4.png,Berry red,No,560,140,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,BottomsTexPantsHalfJersey4,11908,QWxKgGJSnKgHEyz5Y,bottoms
athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey5.png,Navy blue,No,560,140,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,BottomsTexPantsHalfJersey5,11909,wkX3PL2R5dYC8PNJ2,bottoms
basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball0.png,Purple,No,980,245,Purple,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball0,5720,yTsGx7eQh4JWNdXB2,bottoms
basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball1.png,Red,No,980,245,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball1,11307,TpYJQMq2Z8tEkK2Wd,bottoms
basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball2.png,Green,No,980,245,Green,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball2,11308,KCggjKmE8js3MG6bq,bottoms
basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball3.png,Orange,No,980,245,Orange,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball3,11309,iHFbTwYkKaqut6RnX,bottoms
basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball4.png,Blue,No,980,245,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball4,11310,4iB4fmJjkKNNzWJBS,bottoms
basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball5.png,Yellow,No,980,245,Yellow,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball5,11311,zjahPrxJ4ZBRcnq74,bottoms
basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball6.png,Light blue,No,980,245,Light blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball6,11312,iDr7MMuWGDqgsh5Be,bottoms
basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball7.png,Black,No,980,245,Black,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball7,11313,gRj6pG26jHFQZB8TA,bottoms
bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms0.png,Orange,No,1320,330,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday,For sale,BottomsTexPantsWideBellbottoms0,4364,sAGeX7YksW4qTsRz9,bottoms
bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms1.png,Brown,No,1320,330,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday,For sale,BottomsTexPantsWideBellbottoms1,9270,AhZR3qCS8owvTgWS9,bottoms
bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms2.png,Beige,No,1320,330,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday,For sale,BottomsTexPantsWideBellbottoms2,9271,h5fKoKik2BmT6JPAb,bottoms
bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms3.png,Green,No,1320,330,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday,For sale,BottomsTexPantsWideBellbottoms3,9272,tn3suswYrh2ZcD649,bottoms
bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms4.png,Blue,No,1320,330,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday,For sale,BottomsTexPantsWideBellbottoms4,9273,mRdLrYzxuYuP7yqB9,bottoms
belted wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap0.png,Yellow,No,1040,260,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtLongWrap0,4545,6j99icX2C8n2NQSxe,bottoms
belted wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap1.png,Red,No,1040,260,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtLongWrap1,8721,TuKyTJdQckfqf2nae,bottoms
belted wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap2.png,Green,No,1040,260,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtLongWrap2,8722,FCtNFz4XG85wdDcbu,bottoms
belted wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap3.png,Blue,No,1040,260,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtLongWrap3,8723,Z3y37JrC5nnCjyFgC,bottoms
boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa0.png,Purple,No,1200,300,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa0,5419,hHHSAxKeTKy94FrLh,bottoms
boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa1.png,Avocado,No,1200,300,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa1,9114,diDTCzmh2EfcQ8Est,bottoms
boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa2.png,Beige,No,1200,300,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa2,9115,rxrscQDTFaB6T3CS3,bottoms
boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa3.png,Blue,No,1200,300,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa3,9116,uNMeoCpWFsgQnhyGJ,bottoms
boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa4.png,Red,No,1200,300,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa4,9117,Ydd3mZGaYrNupaAop,bottoms
boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa5.png,Orange,No,1200,300,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa5,9118,nmpe6DS922LwufDP5,bottoms
boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa6.png,Peacock blue,No,1200,300,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa6,9119,y3bqMB4hjKdxHjeRQ,bottoms
boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa7.png,Black,No,1200,300,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa7,9120,3Z3cYyfhRkhmDKKKP,bottoms
boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa0.png,Green,No,1300,325,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa0,5418,nFzxYepHxpSzdLHrw,bottoms
boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa1.png,Blue,No,1300,325,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa1,9107,MYjHWe4KXX2bDwP6k,bottoms
boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa2.png,Purple,No,1300,325,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa2,9108,eSPxEhawpKLm2ceMk,bottoms
boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa3.png,Red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa3,9109,ef7PeMEWM8geRb2JX,bottoms
boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa4.png,Yellow,No,1300,325,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa4,9110,sBZFNvhEg4Bsi8WLM,bottoms
boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa5.png,Light blue,No,1300,325,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa5,9111,JzeKHWEDDS5k9KpBy,bottoms
boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa6.png,Beige,No,1300,325,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa6,9112,GtiB2HMiy56rLvCYA,bottoms
boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa7.png,Brown,No,1300,325,Brown,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa7,9113,uDTLrmXkDEqToQbJ3,bottoms
bomber-style skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone0.png,Avocado,No,1320,330,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtLongMaone0,5722,jhqr7bGfmAXM6uK3x,bottoms
bomber-style skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone1.png,Black,No,1320,330,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtLongMaone1,11663,Bp7H3PBvjLpJycCqv,bottoms
bomber-style skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone2.png,Blue,No,1320,330,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtLongMaone2,11664,EQerBX3MAFt27siGH,bottoms
bomber-style skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone3.png,Brown,No,1320,330,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtLongMaone3,11665,xy5EjisA8WfpzSGcW,bottoms
botanical shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBotanical0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBotanical0.png,Black,No,700,175,Black,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,comfy; vacation,For sale,BottomsTexPantsHalfBotanical0,5854,kFwQPwqhakmXTPHC2,bottoms
botanical shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBotanical1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBotanical1.png,White,No,700,175,White,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,comfy; vacation,For sale,BottomsTexPantsHalfBotanical1,9193,iDnWPtRoBpziJEEwt,bottoms
box-pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats0.png,Light blue,No,1320,330,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxBoxpleats0,5703,Rwte5DmWEbaQdQgqu,bottoms
box-pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats1.png,Beige,No,1320,330,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxBoxpleats1,11786,MXmzA39FLKtQzzCpv,bottoms
box-pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats2.png,Red,No,1320,330,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxBoxpleats2,11787,KxYmNHwegBmRL9uxJ,bottoms
box-pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats3.png,Green,No,1320,330,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxBoxpleats3,11788,LrqFHr8zsLgjDoBtZ,bottoms
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace0.png,Yellow,No,1200,300,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; comfy; vacation,For sale,BottomsTexSkirtLongLace0,5421,n4JbiQzu22rdtdy9a,bottoms
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace1.png,White,No,1200,300,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; comfy; vacation,For sale,BottomsTexSkirtLongLace1,8727,hYFNGFXqrvmujTJJm,bottoms
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace2.png,Pink,No,1200,300,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; comfy; vacation,For sale,BottomsTexSkirtLongLace2,8728,sJnpKrkWcAxGxoaix,bottoms
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace3.png,Green,No,1200,300,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; comfy; vacation,For sale,BottomsTexSkirtLongLace3,8729,MYzQEa7dvMqmrWLN7,bottoms
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace4.png,Purple,No,1200,300,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; comfy; vacation,For sale,BottomsTexSkirtLongLace4,8730,tkit3npe9HwdDufJQ,bottoms
