Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Label Themes,Catalog,Filename,Internal ID,Unique Entry ID,category
animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal0.png,Blue,No,2320,580,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopCoatLAnimal0,4465,ozg6yMkXQzsmkjPsW,tops
animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal1.png,Green,No,2320,580,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopCoatLAnimal1,8449,gWnBj8n2ZKrm8j8zf,tops
animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal2.png,Purple,No,2320,580,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopCoatLAnimal2,8450,jKHbF6WwExfSBPBww,tops
animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal3.png,Pink,No,2320,580,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopCoatLAnimal3,8451,rsgnoR4TBYBqJMXBg,tops
animal-stripes tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHStripe0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHStripe0.png,Tiger,No,960,240,Yellow,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; comfy,For sale,TopsTexTopTshirtsHStripe0,8198,WTG2RBsXk5cimHsis,tops
animal-stripes tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHStripe1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHStripe1.png,Zebra,No,960,240,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; comfy,For sale,TopsTexTopTshirtsHStripe1,12066,gkjWimKdm6sMgiTw8,tops
annyeong tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHHellokr0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHHellokr0.png,NA,No,640,160,Light blue,White,1x1,Nook Shopping Catalog,,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopTshirtsHHellokr0,12117,mfMor9YWpsoEbPK5e,tops
anorak jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnorak0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnorak0.png,Camel,No,1400,350,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLAnorak0,4793,agpR79ZTHcuQheDdF,tops
anorak jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnorak1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnorak1.png,Red,No,1400,350,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLAnorak1,9308,Ws4vh3dya8i8nPtJ9,tops
anorak jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnorak2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnorak2.png,Blue,No,1400,350,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLAnorak2,9309,BaiWuWNL9muLeYYkQ,tops
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron0.png,Orange,No,840,210,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; work,For sale,TopsTexTopCoatHApron0,3228,LTZqXvkrNxza2nMPb,tops
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron1.png,Green,No,840,210,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; work,For sale,TopsTexTopCoatHApron1,9595,d5kmhJqzcK6uT3iJr,tops
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron2.png,Blue,No,840,210,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; work,For sale,TopsTexTopCoatHApron2,9596,sc9Mtxn3PWuAtCtWt,tops
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron3.png,Pink,No,840,210,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; work,For sale,TopsTexTopCoatHApron3,9597,yT7c96mMafv5QEddb,tops
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron4.png,Light blue,No,840,210,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; work,For sale,TopsTexTopCoatHApron4,9598,EbD6WxjrdSDosTkPa,tops
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron5.png,Purple,No,840,210,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; work,For sale,TopsTexTopCoatHApron5,9599,GRb6jZGaZzWdsmYuj,tops
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron6.png,Gray,No,840,210,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; work,For sale,TopsTexTopCoatHApron6,9600,QdF6ZF74688kYPLx3,tops
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron7.png,Brown,No,840,210,Brown,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; work,For sale,TopsTexTopCoatHApron7,9601,wu2TYq7RGJWFEugZs,tops
Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan0.png,Beige,No,1300,325,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArancardigan0,3643,fJR97K7r3qHAB2TLr,tops
Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan1.png,Light blue,No,1300,325,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArancardigan1,7678,MzK6AWudRCPLEdSPi,tops
Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan2.png,Pink,No,1300,325,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArancardigan2,7679,mJtGnjdLxpmdakhxo,tops
Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan3.png,Yellow,No,1300,325,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArancardigan3,7680,7nmckbhG5uG3JQxPz,tops
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran0.png,Red,No,1200,300,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLAran0,3633,Bk2v8mfDeJJX3khg6,tops
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran1.png,White,No,1200,300,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLAran1,7672,r9fBZ2q6e4neh4vxK,tops
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran2.png,Gray,No,1200,300,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLAran2,7673,GDMzeQoGkah87ocD7,tops
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran3.png,Green,No,1200,300,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLAran3,7674,twRmAecxYcKDTriJu,tops
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran4.png,Black,No,1200,300,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLAran4,7675,nDgu8apAqxvPpaYaa,tops
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran5.png,Orange,No,1200,300,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLAran5,7676,yWjKAXMSpvrdPQ96S,tops
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran6.png,Blue,No,1200,300,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLAran6,7677,csp3scivRcpNKguZd,tops
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle0.png,Green,No,1200,300,Green,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArgyle0,3579,xEqYEzdaBXvj9s346,tops
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle1.png,Gray,No,1200,300,Gray,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArgyle1,7742,asRCNMsvrCGPew8ao,tops
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle2.png,Mustard,No,1200,300,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArgyle2,7743,YnhhYiacfsWJcPCpe,tops
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle3.png,Black,No,1200,300,Black,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArgyle3,7744,5nftKFQRatJC7xgjB,tops
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle4.png,Red,No,1200,300,Red,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArgyle4,7745,nRyNWtuy5uhdJWfQg,tops
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle5.png,Purple,No,1200,300,Purple,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArgyle5,7746,f5YsDGb6KcjJHHDvj,tops
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle6.png,Pink,No,1200,300,Pink,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArgyle6,7747,wcs4qoRrafHXt9EKj,tops
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle7.png,White,No,1200,300,White,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArgyle7,7748,22jF8CGD8WXrECzwD,tops
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle0.png,Blue,No,1440,360,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal; work,For sale,TopsTexTopYshirtsLArgyle0,3262,QfjxZgK6b3zp2hr7T,tops
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle1.png,Pink,No,1440,360,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal; work,For sale,TopsTexTopYshirtsLArgyle1,8480,3gRjPwykkZqE2f3tp,tops
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle2.png,Brown,No,1440,360,Brown,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal; work,For sale,TopsTexTopYshirtsLArgyle2,8481,o9fJxQLHiEstT9dtt,tops
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle3.png,Red,No,1440,360,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal; work,For sale,TopsTexTopYshirtsLArgyle3,8482,SMfqtZmDWDAZPEGvM,tops
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle4.png,Gray,No,1440,360,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal; work,For sale,TopsTexTopYshirtsLArgyle4,8483,akqeXj6PYe8Bj4aYY,tops
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle5.png,Green,No,1440,360,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal; work,For sale,TopsTexTopYshirtsLArgyle5,8484,LsiMSCR4tDsnLMF7K,tops
athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey0.png,Red,No,960,240,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,TopsTexTopOuterLJersey0,3244,zgcZP2SW38SpysHJA,tops
athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey1.png,Green,No,960,240,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,TopsTexTopOuterLJersey1,7198,PzvRHyyS9mQYtTFgw,tops
athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey2.png,Black,No,960,240,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,TopsTexTopOuterLJersey2,7199,QhC4BYigzMiswiDSn,tops
athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey3.png,Blue,No,960,240,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,TopsTexTopOuterLJersey3,7200,3zz3YpwYWcYJifHkC,tops
athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey4.png,Berry red,No,960,240,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,TopsTexTopOuterLJersey4,7201,YfNJuXFSjQuTwuETC,tops
athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey5.png,Navy blue,No,960,240,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty,For sale,TopsTexTopOuterLJersey5,7202,ZYQDPwif9z8YR4Wpr,tops
baggy shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLoose0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLoose0.png,Gray,No,NFS,10,Gray,Gray,1x1,Recycle bin,,1.0.0,Simple,goth; comfy,Not for sale,TopsTexTopTshirtsLLoose0,4710,LCtayENx9EyLYa4Za,tops
baggy shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLoose1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLoose1.png,Black,No,NFS,10,Black,Black,1x1,Recycle bin,,1.0.0,Simple,goth; comfy,Not for sale,TopsTexTopTshirtsLLoose1,8554,7ffsMJC98YG5kro2L,tops
baggy shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLoose2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLoose2.png,Brown,No,NFS,10,Brown,Brown,1x1,Recycle bin,,1.0.0,Simple,goth; comfy,Not for sale,TopsTexTopTshirtsLLoose2,8555,zKcqFuTkyBr7coxfb,tops
baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball0.png,Navy blue,No,1120,280,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHBaseball0,4419,vYCgqwhsoMRcDJfF3,tops
baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball1.png,Red,No,1120,280,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHBaseball1,9393,kA8dp8bAq7K4sFtCm,tops
baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball2.png,Gray,No,1120,280,Gray,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHBaseball2,9394,fqjd2QBaMZMbwDEhL,tops
baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball3.png,Black,No,1120,280,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHBaseball3,9395,htYo33ejttt75X4mk,tops
baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball4.png,White,No,1120,280,White,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHBaseball4,9396,hSnStWauqiSxbZNXX,tops
baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball5.png,Yellow,No,1120,280,Yellow,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHBaseball5,9397,r5Xs4qK8wvp6fymea,tops
basketball tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts0.png,Purple,No,1120,280,Purple,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsNBasketballshirts0,2727,dKYrtNZerQWq6Gt7W,tops
